,Unnamed: 0,id,title,vendor,category,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku,review
104,104,4.60E+12,Evolve BMW E90 E92 E93 M3 Evolve-R ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-03-19T22:40:37+00:00,2441,,1000,FALSE,EVEE9XM3CATPIPE-3,[]
105,105,4.60E+12,Evolve BMW E90 E92 E93 M3 Evolve-R ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-03-19T22:40:37+00:00,3000,,1000,FALSE,EVEE9XM3CATPIPE-4,[]
106,106,1.62E+12,BMS BMW F90 F91 F92 F93 JB4 Tuning Box (M5 & M8),BMS,Tuning Remap,Tuning Box,2016-07-19T23:59:00+01:00,4246,,3000,FALSE,BMS037,[]
107,107,3.45E+11,"BMS Audi Volkswagen Seat 1.8T 2.0TSI JB1 STAGE 1 Group 1-6 (MK7 Golf, 8V A3, S1 & S3)",BMS,Tuning Remap,Tuning Box,2016-07-19T23:59:00+01:00,1607,1883,1000,FALSE,VAG-JB1,[]
108,108,9844569930,BMS BMW S63TU JB4 Tuning Box & BCM Module (inc. F10 M5 & F06/F12/F13 M6),BMS,Tuning Remap,Tuning Box Accessories,2016-11-29T00:22:00+00:00,3302,,2000,FALSE,F-S63-JB4,[]
109,109,8.14E+12,CANchecked Toyota A90 A91 GR Supra MFD32 GEN 2 Display - LHD,CANchecked,Tuning Remap,Tuning Box,2023-07-27T08:22:27+01:00,2569,2595,6000,TRUE,CANchecked-CC37024,[]
110,110,7.88E+12,"Bootmod3 OTS Maps Bundle For BMW S63TU F10 F12 F85 F86 (M5, M6, X5M & X6M)",Bootmod3,Tuning Remap,ECU Remap,2022-10-03T09:34:23+01:00,1029,1037,1000,TRUE,BM3-S63TU-OTS,[]
111,111,7.88E+12,"Bootmod3 OTS Maps Bundle For BMW N20 N26 F Chassis (Inc. 125i, 328i, 420i & 528i)",Bootmod3,Tuning Remap,ECU Remap,2022-10-03T08:37:22+01:00,343,346,1000,TRUE,BM3-N20N26-OTS,[]
112,112,6.96E+12,BMS Toyota GR Yaris JB4 Tuning Box (BETA),BMS,Tuning Remap,Tuning Box Accessories,2021-07-21T09:21:26+01:00,2604,2629,2000,TRUE,BMS186,[]
113,113,6.63E+12,BMS Toyota A90 Supra JB4 Tuning Box,BMS,Tuning Remap,Tuning Box Accessories,2021-03-29T13:53:22+01:00,2252,,2000,FALSE,BMS171,[]
114,114,6.15E+12,BMS BMW S58 G80 G82 JB4 Tuning Box (M3 Competition & M4 Competition),BMS,Tuning Remap,Tuning Box Accessories,2021-02-03T12:48:37+00:00,3774,,2000,FALSE,BMS156,[]
115,115,4.68E+12,"Integrated Engineering IE Audi Volkswagen 2.0T TSI TFSI EA888 Gen 1/2 Performance ECU Remote Tune (MK6 GTI, Jetta, GLI, B6 Passat, 3C CC, 5N Tiguan, 8P A3 & 8U Q3)",Integrated Engineering,Tuning Remap,ECU Remap,2020-05-10T14:39:46+01:00,1958,2175,100,TRUE,IESOVT11,"[""ML Performance's car parts have made a significant difference in the performance and responsiveness of my vehicle's engine."", 'Item was very good as expected. The email communication was superb from ML Performance. I definitely recommend using them.', 'Thank you Ml Performance ! You are the best !']"
116,116,4.68E+12,"Integrated Engineering IE Audi Volkswagen 2.0T TSI TFSI EA888 Gen 1/2 Performance ECU Remote Tune (MK6 GTI, Jetta, GLI, B6 Passat, 3C CC, 5N Tiguan, 8P A3 & 8U Q3)",Integrated Engineering,Tuning Remap,ECU Remap,2020-05-10T14:39:46+01:00,2176,2418,100,TRUE,IESOVT12,"[""ML Performance's car parts have made a significant difference in the performance and responsiveness of my vehicle's engine."", 'Item was very good as expected. The email communication was superb from ML Performance. I definitely recommend using them.', 'Thank you Ml Performance ! You are the best !']"
117,117,4.68E+12,"Integrated Engineering IE Audi Volkswagen 2.0T TSI TFSI EA888 Gen 1/2 Performance ECU Remote Tune (MK6 GTI, Jetta, GLI, B6 Passat, 3C CC, 5N Tiguan, 8P A3 & 8U Q3)",Integrated Engineering,Tuning Remap,ECU Remap,2020-05-10T14:39:46+01:00,2830,3144,100,TRUE,IESOVT13,"[""ML Performance's car parts have made a significant difference in the performance and responsiveness of my vehicle's engine."", 'Item was very good as expected. The email communication was superb from ML Performance. I definitely recommend using them.', 'Thank you Ml Performance ! You are the best !']"
118,118,4.64E+12,Evolve BMW B48 G30 G31 530E 252HP ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-16T11:14:53+01:00,2232,,1000,FALSE,EVOLVERG2X530E,['Excellent product the 530e was already a quick car for the road but after the remap it’s like a different car I would highly recommend to anyone with a 530e that’s out of warranty obviously the service and communication is also great for the guys.']
119,119,4.59E+12,"Bootmod3 Remap/Tuning License For BMW N63TU F01 F10 F12 F15 F16 FREE ENET CABLE (550i, 650i, 750i, X5 50i & X6 50i)",Bootmod3,Tuning Remap,ECU Remap,2020-03-17T23:16:27+00:00,4174,,1000,TRUE,BM3-N63TU,['The comprehensive product information provided by mlp helped me make informed decisions about the car parts I needed.']
120,120,1.34E+12,Bluespark BMW B58 Pro Petrol Tuning Module F22 F23 M240i,Bluespark,Tuning Remap,Tuning Box,2016-07-19T23:59:00+01:00,826,870,1000,TRUE,pt-8473,[]
121,121,1.34E+12,Bluespark BMW B58 Pro Petrol Tuning Module F22 F23 M240i,Bluespark,Tuning Remap,Tuning Box,2016-07-19T23:59:00+01:00,1062,1118,1000,TRUE,pt-8473-BT,[]
122,122,1.34E+12,"BMS Kia Hyundai Turbo JB4 (Stinger, Genesis & Veloster N)",BMS,Tuning Remap,Tuning Box,2017-07-17T16:07:00+01:00,2499,,1000,FALSE,KIA-JB4,['Ordered 2 sets of JB4 boxes with accessories for KIA Stinger. The ordering process and shipment to Poland were smooth and the communication was excellent! My recommendation! \r\nThe product itself is more than perfect so far :)']
123,123,1.34E+12,"BMS Mercedes-Benz C/E/V Class JB4  2015+ (Inc. C250, C300, C400, C43 & GLA 43 AMG)",BMS,Tuning Remap,Tuning Box,2017-07-17T16:07:00+01:00,2075,2877,1000,FALSE,MB-JB4,[]
124,124,1.34E+12,"BMS Mercedes-Benz C/E/V Class JB4  2015+ (Inc. C250, C300, C400, C43 & GLA 43 AMG)",BMS,Tuning Remap,Tuning Box,2017-07-17T16:07:00+01:00,2735,2877,1000,FALSE,BMS-146,[]
125,125,7.91E+12,"Masata MR13 BMW S58 G80 G82 G87 Tuning Box (M2, M3 Competition, M4 & M4 Competition)",Masata,Tuning Remap,Tuning Box,2022-10-31T13:39:49+00:00,1307,1292,1000,TRUE,MST7000,"['Had a small issue with the item and was offered a replacement or a refund.\r\nCustomer service has been outstanding in resolving even this small issue. Excellent communication as well with replies to emails even during out of hours.\r\nWould not hesitate to use ML Performance again and highly recommend them to anyone.', 'Great price. Fast delivery from ML', 'Amazing advice and service from the ML team too, will shop here whenever I can!']"
126,126,7.88E+12,"Bootmod3 OTS Maps Bundle For BMW N63TU F01 F10 F15 F16 (Inc. 550i, 650i, X5 50i & X6 50i)",Bootmod3,Tuning Remap,ECU Remap,2022-10-03T09:25:47+01:00,1029,1037,1000,TRUE,BM3-N63TU-OTS,[]
127,127,7.17E+12,Mosselman BMW F-Chassis iControl Pro Exhaust Valve & Start/Stop Controller,Mosselman,Tuning Remap,Tuning Box Accessories,2021-11-01T11:20:57+00:00,1363,,1000,FALSE,ITC.3.30.PRO,[]
128,128,7.17E+12,Mosselman BMW F-Chassis iControl Pro Exhaust Valve & Start/Stop Controller,Mosselman,Tuning Remap,Tuning Box Accessories,2021-11-01T11:20:57+00:00,1363,,1000,FALSE,ITC.3.30.PRO-2,[]
129,129,7.17E+12,Mosselman BMW F-Chassis iControl Exhaust Valve Controller,Mosselman,Tuning Remap,Tuning Box Accessories,2021-11-01T11:09:43+00:00,1119,,1000,FALSE,ITC.3.30.EXV,[]
130,130,7.11E+12,Integrated Engineering IE Audi C7 C7.5 4.0T EA824 DL501 DSG Tune (S6 & S7),Integrated Engineering,Tuning Remap,TCU Remap,2021-09-30T10:39:43+01:00,3048,3386,100,TRUE,IESOVW2,['ML performance are fantastic! Delivery is always fast and are my go too.']
131,131,7.02E+12,BMS BMW S58 F97 F98 JB4 Tuning Box (X3 M & X4 M),BMS,Tuning Remap,Tuning Box Accessories,2021-08-17T12:32:45+01:00,3774,,2000,FALSE,BMS189,[]
132,132,5.83E+12,Ventura BMW F40 M135ix Tuning Box,Ventura,Tuning Remap,Tuning Box,2020-10-30T08:34:33+00:00,3364,3399,2000,TRUE,BMW-110219,[]
133,133,5.42E+12,"Sprint Booster Audi Lamborghini Porsche Pedal Tuner (inc. B9 A4/A5, B9 Q5/SQ5/S5/RS5 & Urus)",Sprint Booster,Tuning Remap,Tuning Box,2020-07-21T13:41:04+01:00,1109,1193,2000,TRUE,RSBD174,[]
134,134,5.30E+12,"Integrated Engineering IE Audi Volkswagen 8J MK6 DSG DQ250 Transmission Tune (Jetta, GLI, GTI & TTS)",Integrated Engineering,Tuning Remap,ECU Remap,2020-06-18T01:59:03+01:00,2454,2727,100,TRUE,IESOVX1,"['Dealing with Marshall and the team was an absolute pleasure. Rarely do you find businesses with such integrity.\r\nI purchased four items (some very fragile) and had them delivered to Australia in less than two weeks. Two items were showing very minor defects that I was not completely satisfied with. I contacted ML Performance via email and Marshall went above and beyond to exchange the items at their cost no questions asked. He then took the trouble to follow up and ensure that I was completely satisfied with my overall purchase. \r\nRest assured that you can purchase from ML Performance with complete confidence.\r\nMy rating.\r\nCommunication: 5 stars\r\nProducts: 5 stars\r\nEase of exchange: 5 stars\r\nBusiness Ethics: 6 stars', 'No problems at all. Good and fast shipment and responded fast on questions, I would recommend without hesitation..']"
135,135,4.63E+12,Evolve BMW F Chassis ZF8 Automatic Transmission Remote Gearbox Remap,Evolve,Tuning Remap,TCU Remap,2020-04-12T02:30:54+01:00,1056,,1000,FALSE,ZF8TCU,[]
136,136,4.59E+12,"BMS Audi & VAG 1.8T & 2.0T EA888 JB1 to JB4 Upgrade Kit (MK7 Golf, A3, S1 & S3)",BMS,Tuning Remap,Tuning Box,2020-03-16T12:08:41+00:00,638,,1000,FALSE,BMS093,[]
137,137,4.59E+12,"BMS Audi & VAG 1.8T & 2.0T EA888 JB1 to JB4 Upgrade Kit (MK7 Golf, A3, S1 & S3)",BMS,Tuning Remap,Tuning Box,2020-03-16T12:08:41+00:00,638,,1000,FALSE,BMS094,[]
138,138,4.59E+12,"BMS Audi & VAG 1.8T & 2.0T EA888 JB1 to JB4 Upgrade Kit (MK7 Golf, A3, S1 & S3)",BMS,Tuning Remap,Tuning Box,2020-03-16T12:08:41+00:00,638,,1000,FALSE,BMS095,[]
139,139,4.59E+12,"BMS Audi & VAG 1.8T & 2.0T EA888 JB1 to JB4 Upgrade Kit (MK7 Golf, A3, S1 & S3)",BMS,Tuning Remap,Tuning Box,2020-03-16T12:08:41+00:00,638,,1000,FALSE,BMS096,[]
140,140,4.59E+12,"BMS Audi & VAG 1.8T & 2.0T EA888 JB1 to JB4 Upgrade Kit (MK7 Golf, A3, S1 & S3)",BMS,Tuning Remap,Tuning Box,2020-03-16T12:08:41+00:00,638,,1000,FALSE,BMS097,[]
141,141,4.59E+12,"BMS Audi & VAG 1.8T & 2.0T EA888 JB1 to JB4 Upgrade Kit (MK7 Golf, A3, S1 & S3)",BMS,Tuning Remap,Tuning Box,2020-03-16T12:08:41+00:00,638,,1000,FALSE,BMS098,[]
142,142,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS077,[]
143,143,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS078,[]
144,144,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS079,[]
145,145,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS080,[]
146,146,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS081,[]
147,147,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS082,[]
148,148,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS083,[]
149,149,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS084,[]
150,150,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS085,[]
151,151,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS086,[]
152,152,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,636,641,2000,TRUE,BMS087,[]
153,153,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS088,[]
154,154,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS089,[]
155,155,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS090,[]
156,156,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS091,[]
157,157,4.59E+12,BMS BMW Mercedes-Benz Mini B38 B46 B48 B58 F90 N20 N54 N55 N63 S55 S63TU JB4 Replacement Control Board,BMS,Tuning Remap,Tuning Box Accessories,2020-03-13T17:39:09+00:00,827,870,2000,FALSE,BMS092,[]
158,158,1.66E+12,BMS Audi Group 9 8S 8V.5 JB4 Tuning Box 400hp BETA (RS3 & TTRS),BMS,Tuning Remap,Tuning Box,2020-07-22T20:05:13+01:00,2087,2440,1000,FALSE,BMS045,[]
